#                  N = 80.00                                       N = 60.00                                       N = 60.00                                       N = 80.00                                       N = 50.00                                       N = 70.00                                       N = 50.00                                       N = 60.00                                       N = 50.00                                       N = 50.00                                       N = 50.00                                       N = 50.00                                       N = 40.00                                       N = 40.00                                       N = 30.00                                       N = 30.00                                       N = 20.00                                       N = 20.00                                       N = 10.00                                       N = 10.00                    
#          r [Å]            ρ(r)           Δρ(r)           r [Å]            ρ(r)           Δρ(r)           r [Å]            ρ(r)           Δρ(r)           r [Å]            ρ(r)           Δρ(r)           r [Å]            ρ(r)           Δρ(r)           r [Å]            ρ(r)           Δρ(r)           r [Å]            ρ(r)           Δρ(r)           r [Å]            ρ(r)           Δρ(r)           r [Å]            ρ(r)           Δρ(r)           r [Å]            ρ(r)           Δρ(r)           r [Å]            ρ(r)           Δρ(r)           r [Å]            ρ(r)           Δρ(r)           r [Å]            ρ(r)           Δρ(r)           r [Å]            ρ(r)           Δρ(r)           r [Å]            ρ(r)           Δρ(r)           r [Å]            ρ(r)           Δρ(r)           r [Å]            ρ(r)           Δρ(r)           r [Å]            ρ(r)           Δρ(r)           r [Å]            ρ(r)           Δρ(r)           r [Å]            ρ(r)           Δρ(r)
  1.96000000E+00  6.29413528E-02  3.76372474E-04  1.47000000E+00  1.34848953E-04  7.41301976E-06  1.47000000E+00  9.54707629E-03  6.21514567E-04  1.96000000E+00  5.98805913E-02  7.98033747E-04  1.47000000E+00  1.41887388E-02  1.98659248E-04  1.96000000E+00  5.03273295E-02  8.76424613E-04  1.47000000E+00  1.38971383E-02  1.34205778E-04  1.96000000E+00  4.57284845E-02  1.08349282E-03  1.96000000E+00  2.93017466E-02  5.10584484E-04  1.47000000E+00  1.40072910E-02  4.20341820E-05  1.47000000E+00  1.89786162E-02  9.28343641E-05  1.96000000E+00  1.29571045E-02  5.03178868E-04  1.96000000E+00  5.71658551E-03  1.18730344E-04  1.47000000E+00  2.00518602E-02  8.89126360E-05  1.96000000E+00  1.59870898E-03  1.85849181E-05  1.47000000E+00  2.01441197E-02  4.50640775E-05  1.96000000E+00  2.40641952E-05  8.52592695E-08  1.47000000E+00  2.10237132E-02  2.79716271E-05  1.47000000E+00  2.12416907E-02  1.79127832E-05  1.96000000E+00  1.59907312E-06  1.40813944E-08
  2.00000000E+00  5.96275479E-02  3.14056171E-04  1.50000000E+00  1.38008691E-04  7.05212470E-06  1.50000000E+00  1.04363297E-02  6.82643831E-04  2.00000000E+00  5.60214854E-02  7.73080557E-04  1.50000000E+00  1.54243627E-02  2.15838922E-04  2.00000000E+00  4.68713543E-02  8.45735426E-04  1.50000000E+00  1.51931275E-02  1.46614546E-04  2.00000000E+00  4.26520943E-02  1.07714970E-03  2.00000000E+00  2.70183890E-02  4.77856723E-04  1.50000000E+00  1.53277864E-02  4.15704363E-05  1.50000000E+00  2.04667913E-02  9.32673450E-05  2.00000000E+00  1.18962730E-02  4.71282147E-04  2.00000000E+00  5.24053703E-03  1.12350702E-04  1.50000000E+00  2.15585520E-02  9.32522556E-05  2.00000000E+00  1.59659554E-03  1.73406359E-05  1.50000000E+00  2.15784111E-02  5.01432426E-05  2.00000000E+00  2.69930881E-05  8.87361049E-08  1.50000000E+00  2.24088861E-02  2.76494444E-05  1.50000000E+00  2.24401268E-02  2.10830952E-05  2.00000000E+00  1.79296710E-06  1.60822318E-08
  2.04000000E+00  5.59318839E-02  2.61166911E-04  1.53000000E+00  1.51831526E-04  5.99455910E-06  1.53000000E+00  1.14064699E-02  7.45924226E-04  2.04000000E+00  5.19504750E-02  7.28419080E-04  1.53000000E+00  1.67171128E-02  2.36466188E-04  2.04000000E+00  4.33553477E-02  8.16453706E-04  1.53000000E+00  1.65812531E-02  1.59062416E-04  2.04000000E+00  3.97039750E-02  1.08005473E-03  2.04000000E+00  2.46741131E-02  4.68745741E-04  1.53000000E+00  1.67452042E-02  4.16973305E-05  1.53000000E+00  2.20415257E-02  9.68531931E-05  2.04000000E+00  1.08525297E-02  4.28262955E-04  2.04000000E+00  4.85369799E-03  1.05878632E-04  1.53000000E+00  2.31007541E-02  9.77663944E-05  2.04000000E+00  1.60260749E-03  1.62073137E-05  1.53000000E+00  2.30695690E-02  5.27615747E-05  2.04000000E+00  3.02294572E-05  1.02806787E-07  1.53000000E+00  2.38553165E-02  2.65620680E-05  1.53000000E+00  2.37158327E-02  1.94799004E-05  2.04000000E+00  2.01419079E-06  1.67348922E-08
  2.08000000E+00  5.19210441E-02  2.54079054E-04  1.56000000E+00  1.86169270E-04  7.17117415E-06  1.56000000E+00  1.24419084E-02  8.08773080E-04  2.08000000E+00  4.75225274E-02  6.63156862E-04  1.56000000E+00  1.81427125E-02  2.53987471E-04  2.08000000E+00  3.98305681E-02  7.72316537E-04  1.56000000E+00  1.81047275E-02  1.69289177E-04  2.08000000E+00  3.64788650E-02  1.06623823E-03  2.08000000E+00  2.24782995E-02  4.49315379E-04  1.56000000E+00  1.82970170E-02  4.07917165E-05  1.56000000E+00  2.36703536E-02  9.73191672E-05  2.08000000E+00  9.90733241E-03  3.93505769E-04  2.08000000E+00  4.48270975E-03  1.00954880E-04  1.56000000E+00  2.47432847E-02  1.01353412E-04  2.08000000E+00  1.62329008E-03  1.67615260E-05  1.56000000E+00  2.46466939E-02  5.52834740E-05  2.08000000E+00  3.39080061E-05  1.12421063E-07  1.56000000E+00  2.53114158E-02  2.71969777E-05  1.56000000E+00  2.49992423E-02  2.20450178E-05  2.08000000E+00  2.26369865E-06  1.66411879E-08
  2.12000000E+00  4.78016151E-02  2.06433464E-04  1.59000000E+00  2.40354993E-04  7.45899416E-06  1.59000000E+00  1.35820012E-02  8.78864027E-04  2.12000000E+00  4.32170215E-02  5.96208377E-04  1.59000000E+00  1.96326811E-02  2.74372807E-04  2.12000000E+00  3.63660209E-02  7.18447311E-04  1.59000000E+00  1.96710782E-02  1.80710118E-04  2.12000000E+00  3.33527332E-02  1.00605457E-03  2.12000000E+00  2.04031362E-02  4.17269445E-04  1.59000000E+00  1.99324915E-02  4.06744342E-05  1.59000000E+00  2.54133577E-02  9.82048566E-05  2.12000000E+00  8.95374025E-03  3.57670719E-04  2.12000000E+00  4.18402603E-03  9.55414932E-05  1.59000000E+00  2.64750581E-02  1.03168466E-04  2.12000000E+00  1.65894319E-03  1.56660271E-05  1.59000000E+00  2.62500992E-02  5.85681882E-05  2.12000000E+00  3.79666645E-05  1.16095254E-07  1.59000000E+00  2.68222601E-02  2.73242892E-05  1.59000000E+00  2.63062572E-02  2.06725780E-05  2.12000000E+00  2.55784305E-06  1.97505868E-08
  2.16000000E+00  4.35854285E-02  1.88340102E-04  1.62000000E+00  3.04276269E-04  7.94020614E-06  1.62000000E+00  1.47674434E-02  9.43852556E-04  2.16000000E+00  3.89720824E-02  5.41970554E-04  1.62000000E+00  2.12356502E-02  2.93545193E-04  2.16000000E+00  3.27571459E-02  6.65092458E-04  1.62000000E+00  2.13633056E-02  1.95950502E-04  2.16000000E+00  3.03924129E-02  9.78677282E-04  2.16000000E+00  1.84592902E-02  3.98958126E-04  1.62000000E+00  2.16726039E-02  4.07320732E-05  1.62000000E+00  2.72289404E-02  9.82557923E-05  2.16000000E+00  8.20547864E-03  3.21950796E-04  2.16000000E+00  3.95682127E-03  8.35290649E-05  1.62000000E+00  2.82537802E-02  1.07230478E-04  2.16000000E+00  1.70470739E-03  1.59892219E-05  1.62000000E+00  2.79283659E-02  5.82659918E-05  2.16000000E+00  4.24793012E-05  1.27557241E-07  1.62000000E+00  2.83779930E-02  2.74691604E-05  1.62000000E+00  2.76423719E-02  2.17992827E-05  2.16000000E+00  2.86595708E-06  1.97552927E-08
  2.20000000E+00  3.96268576E-02  1.77298735E-04  1.65000000E+00  4.11554967E-04  9.35917611E-06  1.65000000E+00  1.60963763E-02  1.01598506E-03  2.20000000E+00  3.47144815E-02  4.82498276E-04  1.65000000E+00  2.29437108E-02  3.13215680E-04  2.20000000E+00  2.94304258E-02  6.13914616E-04  1.65000000E+00  2.31610293E-02  2.08191842E-04  2.20000000E+00  2.73955780E-02  9.38170949E-04  2.20000000E+00  1.65894129E-02  3.74504178E-04  1.65000000E+00  2.35227094E-02  4.03724370E-05  1.65000000E+00  2.91121066E-02  9.81168494E-05  2.20000000E+00  7.48006302E-03  2.84692665E-04  2.20000000E+00  3.76035725E-03  7.63985745E-05  1.65000000E+00  3.00803839E-02  1.08221614E-04  2.20000000E+00  1.77091691E-03  1.47868001E-05  1.65000000E+00  2.96417706E-02  5.87589067E-05  2.20000000E+00  4.75355668E-05  1.37127991E-07  1.65000000E+00  2.99624981E-02  2.74752272E-05  1.65000000E+00  2.89795055E-02  2.37116118E-05  2.20000000E+00  3.22066516E-06  2.02499206E-08
  2.24000000E+00  3.54908542E-02  1.67068643E-04  1.68000000E+00  5.51806687E-04  1.11784875E-05  1.68000000E+00  1.75446146E-02  1.09344026E-03  2.24000000E+00  3.06287715E-02  4.25158993E-04  1.68000000E+00  2.47198470E-02  3.32898956E-04  2.24000000E+00  2.62798791E-02  5.51989580E-04  1.68000000E+00  2.51021203E-02  2.18402840E-04  2.24000000E+00  2.46828621E-02  8.72573548E-04  2.24000000E+00  1.49588087E-02  3.44346678E-04  1.68000000E+00  2.54804311E-02  4.11684789E-05  1.68000000E+00  3.10575085E-02  9.73793272E-05  2.24000000E+00  6.87240910E-03  2.57800638E-04  2.24000000E+00  3.62937923E-03  7.50167995E-05  1.68000000E+00  3.20069714E-02  1.14756025E-04  2.24000000E+00  1.85346350E-03  1.45970865E-05  1.68000000E+00  3.14525926E-02  6.57576860E-05  2.24000000E+00  5.32968778E-05  1.59127326E-07  1.68000000E+00  3.15760183E-02  2.78582808E-05  1.68000000E+00  3.03233959E-02  2.38508902E-05  2.24000000E+00  3.59450735E-06  2.11447096E-08
  2.28000000E+00  3.17053548E-02  1.81561227E-04  1.71000000E+00  7.46938155E-04  1.12947701E-05  1.71000000E+00  1.90760387E-02  1.16233236E-03  2.28000000E+00  2.68293073E-02  3.75345615E-04  1.71000000E+00  2.66677831E-02  3.53352656E-04  2.28000000E+00  2.30661879E-02  4.87435222E-04  1.71000000E+00  2.71157232E-02  2.34551860E-04  2.28000000E+00  2.19276068E-02  8.11021320E-04  2.28000000E+00  1.33268152E-02  3.27508922E-04  1.71000000E+00  2.75692509E-02  4.37580926E-05  1.71000000E+00  3.31234987E-02  9.63252546E-05  2.28000000E+00  6.34116320E-03  2.31201132E-04  2.28000000E+00  3.52927671E-03  6.88335935E-05  1.71000000E+00  3.39744329E-02  1.14223592E-04  2.28000000E+00  1.94928760E-03  1.55940455E-05  1.71000000E+00  3.32919672E-02  7.07265610E-05  2.28000000E+00  5.94295075E-05  1.68827508E-07  1.71000000E+00  3.32273285E-02  2.88711369E-05  1.71000000E+00  3.16915654E-02  2.60299316E-05  2.28000000E+00  4.03868816E-06  2.25697524E-08
  2.32000000E+00  2.79264946E-02  1.73086367E-04  1.74000000E+00  9.77569230E-04  1.25636600E-05  1.74000000E+00  2.07324427E-02  1.24056914E-03  2.32000000E+00  2.31923120E-02  2.98010425E-04  1.74000000E+00  2.86895060E-02  3.72902186E-04  2.32000000E+00  2.03217071E-02  4.27525746E-04  1.74000000E+00  2.92102692E-02  2.48642048E-04  2.32000000E+00  1.94567922E-02  7.52671307E-04  2.32000000E+00  1.19353460E-02  3.06504265E-04  1.74000000E+00  2.97474419E-02  4.15998630E-05  1.74000000E+00  3.51658484E-02  9.46746232E-05  2.32000000E+00  5.88290762E-03  2.09146547E-04  2.32000000E+00  3.45914208E-03  6.60167974E-05  1.74000000E+00  3.59860434E-02  1.22418557E-04  2.32000000E+00  2.05077776E-03  1.54810685E-05  1.74000000E+00  3.51275724E-02  7.18323172E-05  2.32000000E+00  6.65325339E-05  1.81156340E-07  1.74000000E+00  3.48862151E-02  2.96167759E-05  1.74000000E+00  3.30400145E-02  2.71551613E-05  2.32000000E+00  4.53787471E-06  2.44828410E-08
  2.36000000E+00  2.44882894E-02  2.00048302E-04  1.77000000E+00  1.29816685E-03  1.37091734E-05  1.77000000E+00  2.25249245E-02  1.32671909E-03  2.36000000E+00  1.99947170E-02  2.51669054E-04  1.77000000E+00  3.07998288E-02  3.93724929E-04  2.36000000E+00  1.76463664E-02  3.72560620E-04  1.77000000E+00  3.14489393E-02  2.61756414E-04  2.36000000E+00  1.71903980E-02  6.89436573E-04  2.36000000E+00  1.07114036E-02  2.73301857E-04  1.77000000E+00  3.19902910E-02  4.24867587E-05  1.77000000E+00  3.73306538E-02  9.15573758E-05  2.36000000E+00  5.53388981E-03  1.82121003E-04  2.36000000E+00  3.47053421E-03  6.01833954E-05  1.77000000E+00  3.80079341E-02  1.15140691E-04  2.36000000E+00  2.18711222E-03  1.49240712E-05  1.77000000E+00  3.70317452E-02  7.44761157E-05  2.36000000E+00  7.44959619E-05  1.94986023E-07  1.77000000E+00  3.65585904E-02  3.06694413E-05  1.77000000E+00  3.43636327E-02  2.90798428E-05  2.36000000E+00  5.04882278E-06  2.58744286E-08
  2.40000000E+00  2.13942622E-02  2.14984312E-04  1.80000000E+00  1.67758223E-03  1.73209731E-05  1.80000000E+00  2.44363834E-02  1.40095592E-03  2.40000000E+00  1.71305107E-02  2.06752521E-04  1.80000000E+00  3.30434826E-02  4.10603373E-04  2.40000000E+00  1.53779453E-02  3.37361500E-04  1.80000000E+00  3.37852675E-02  2.74059532E-04  2.40000000E+00  1.51917961E-02  6.27773800E-04  2.40000000E+00  9.51656867E-03  2.57673062E-04  1.80000000E+00  3.44262359E-02  4.45458690E-05  1.80000000E+00  3.94908399E-02  8.94494030E-05  2.40000000E+00  5.23069795E-03  1.67066608E-04  2.40000000E+00  3.51865526E-03  5.97860522E-05  1.80000000E+00  4.00899281E-02  1.16445108E-04  2.40000000E+00  2.33988876E-03  1.54597968E-05  1.80000000E+00  3.89222689E-02  7.51151505E-05  2.40000000E+00  8.30666740E-05  2.12934087E-07  1.80000000E+00  3.82295803E-02  3.12240458E-05  1.80000000E+00  3.56900091E-02  3.02946252E-05  2.40000000E+00  5.65820814E-06  2.78565379E-08
  2.44000000E+00  1.83967210E-02  2.12419070E-04  1.83000000E+00  2.20461765E-03  1.89791337E-05  1.83000000E+00  2.64413759E-02  1.47843429E-03  2.44000000E+00  1.45812415E-02  1.69535735E-04  1.83000000E+00  3.53596390E-02  4.28757697E-04  2.44000000E+00  1.32668011E-02  2.83392691E-04  1.83000000E+00  3.61770309E-02  2.85378186E-04  2.44000000E+00  1.32672013E-02  5.54736116E-04  2.44000000E+00  8.59693228E-03  2.32494967E-04  1.83000000E+00  3.68561189E-02  4.06499354E-05  1.83000000E+00  4.17485987E-02  8.78465563E-05  2.44000000E+00  5.00884750E-03  1.45378926E-04  2.44000000E+00  3.60103503E-03  5.79570456E-05  1.83000000E+00  4.22026980E-02  1.17229521E-04  2.44000000E+00  2.50289588E-03  1.50064037E-05  1.83000000E+00  4.08429629E-02  8.08469645E-05  2.44000000E+00  9.27191410E-05  2.36411776E-07  1.83000000E+00  3.98763333E-02  3.19038265E-05  1.83000000E+00  3.69942835E-02  3.29510619E-05  2.44000000E+00  6.29195130E-06  2.96528037E-08
  2.48000000E+00  1.58687890E-02  2.20680161E-04  1.86000000E+00  2.84376978E-03  2.09495462E-05  1.86000000E+00  2.86204812E-02  1.55131570E-03  2.48000000E+00  1.22822142E-02  1.32669851E-04  1.86000000E+00  3.78031840E-02  4.46321840E-04  2.48000000E+00  1.14356224E-02  2.51922843E-04  1.86000000E+00  3.87050517E-02  2.98619957E-04  2.48000000E+00  1.15531802E-02  4.91147779E-04  2.48000000E+00  7.75483951E-03  2.15760619E-04  1.86000000E+00  3.94205878E-02  4.37782222E-05  1.86000000E+00  4.40196775E-02  8.42648122E-05  2.48000000E+00  4.87626394E-03  1.34940237E-04  2.48000000E+00  3.76617437E-03  5.47797272E-05  1.86000000E+00  4.42843263E-02  1.13408593E-04  2.48000000E+00  2.68487347E-03  1.75544293E-05  1.86000000E+00  4.27506349E-02  8.16612552E-05  2.48000000E+00  1.03237318E-04  2.52297561E-07  1.86000000E+00  4.15223511E-02  3.42892936E-05  1.86000000E+00  3.82323262E-02  3.31735068E-05  2.48000000E+00  7.04656601E-06  3.19671063E-08
  2.52000000E+00  1.36134189E-02  2.13306802E-04  1.89000000E+00  3.64750191E-03  2.41697916E-05  1.89000000E+00  3.08987654E-02  1.62796597E-03  2.52000000E+00  1.03399771E-02  1.09924764E-04  1.89000000E+00  4.02770343E-02  4.61415255E-04  2.52000000E+00  9.82646645E-03  2.17401076E-04  1.89000000E+00  4.12838482E-02  3.07940127E-04  2.52000000E+00  1.01505487E-02  4.37320983E-04  2.52000000E+00  7.09613737E-03  1.94422527E-04  1.89000000E+00  4.20711860E-02  4.23133590E-05  1.89000000E+00  4.62530629E-02  8.17282669E-05  2.52000000E+00  4.80391437E-03  1.19132382E-04  2.52000000E+00  3.89398463E-03  5.11571668E-05  1.89000000E+00  4.64347907E-02  1.12026571E-04  2.52000000E+00  2.90229426E-03  1.61518967E-05  1.89000000E+00  4.46608496E-02  8.49950925E-05  2.52000000E+00  1.14920571E-04  2.78412792E-07  1.89000000E+00  4.31394332E-02  3.96585010E-05  1.89000000E+00  3.94481873E-02  3.59206190E-05  2.52000000E+00  7.84969724E-06  3.54700779E-08
  2.56000000E+00  1.16828987E-02  2.18364183E-04  1.92000000E+00  4.64749657E-03  2.47145546E-05  1.92000000E+00  3.33090711E-02  1.69610032E-03  2.56000000E+00  8.65223030E-03  9.51318261E-05  1.92000000E+00  4.28951414E-02  4.73143474E-04  2.56000000E+00  8.41821211E-03  1.94175261E-04  1.92000000E+00  4.39050986E-02  3.15765433E-04  2.56000000E+00  8.89743731E-03  3.82477212E-04  2.56000000E+00  6.51124734E-03  1.73816608E-04  1.92000000E+00  4.47346072E-02  4.46880302E-05  1.92000000E+00  4.85154175E-02  8.62630956E-05  2.56000000E+00  4.79382268E-03  1.08963194E-04  2.56000000E+00  4.11528763E-03  5.29178682E-05  1.92000000E+00  4.84898127E-02  1.08799630E-04  2.56000000E+00  3.13605207E-03  1.73455584E-05  1.92000000E+00  4.65484257E-02  8.85641340E-05  2.56000000E+00  1.27881441E-04  3.08589651E-07  1.92000000E+00  4.47194187E-02  3.83725637E-05  1.92000000E+00  4.06284251E-02  3.87718740E-05  2.56000000E+00  8.77950485E-06  3.72311444E-08
  2.60000000E+00  9.89780177E-03  2.08579181E-04  1.95000000E+00  5.84515343E-03  3.26691030E-05  1.95000000E+00  3.58870462E-02  1.76322867E-03  2.60000000E+00  7.19269124E-03  8.84519410E-05  1.95000000E+00  4.55650132E-02  4.79798834E-04  2.60000000E+00  7.21134677E-03  1.72371194E-04  1.95000000E+00  4.66500004E-02  3.22617941E-04  2.60000000E+00  7.87553437E-03  3.31395137E-04  2.60000000E+00  6.11283206E-03  1.57076461E-04  1.95000000E+00  4.75106910E-02  4.42427272E-05  1.95000000E+00  5.07605592E-02  8.59019763E-05  2.60000000E+00  4.84785397E-03  1.06495343E-04  2.60000000E+00  4.37124651E-03  5.48502638E-05  1.95000000E+00  5.05695340E-02  1.07804052E-04  2.60000000E+00  3.38323615E-03  1.80210429E-05  1.95000000E+00  4.83877654E-02  9.16615224E-05  2.60000000E+00  1.42203873E-04  3.40793386E-07  1.95000000E+00  4.62331043E-02  4.58053777E-05  1.95000000E+00  4.17203938E-02  3.96500226E-05  2.60000000E+00  9.73464528E-06  3.98959349E-08
  2.64000000E+00  8.46774177E-03  2.02810739E-04  1.98000000E+00  7.29721931E-03  3.21158919E-05  1.98000000E+00  3.85384505E-02  1.80495217E-03  2.64000000E+00  6.01639204E-03  8.45885126E-05  1.98000000E+00  4.82742171E-02  4.89344282E-04  2.64000000E+00  6.28152939E-03  1.60066322E-04  1.98000000E+00  4.93862871E-02  3.27024281E-04  2.64000000E+00  6.98763790E-03  2.81921129E-04  2.64000000E+00  5.79670954E-03  1.37824868E-04  1.98000000E+00  5.02718658E-02  4.35528203E-05  1.98000000E+00  5.29328128E-02  8.10597004E-05  2.64000000E+00  4.93744821E-03  9.72241078E-05  2.64000000E+00  4.63664278E-03  4.92596735E-05  1.98000000E+00  5.25693985E-02  1.03355943E-04  2.64000000E+00  3.66623303E-03  1.81732824E-05  1.98000000E+00  5.01648574E-02  1.04018638E-04  2.64000000E+00  1.58064289E-04  3.68981025E-07  1.98000000E+00  4.76783000E-02  4.37645837E-05  1.98000000E+00  4.27407605E-02  4.21544169E-05  2.64000000E+00  1.08385234E-05  4.32718649E-08
  2.68000000E+00  7.26186565E-03  1.87522202E-04  2.01000000E+00  9.05640139E-03  3.65485861E-05  2.01000000E+00  4.13325687E-02  1.85166240E-03  2.68000000E+00  5.04323890E-03  7.99447866E-05  2.01000000E+00  5.10604315E-02  4.92725221E-04  2.68000000E+00  5.44561179E-03  1.42148564E-04  2.01000000E+00  5.21060965E-02  3.26876732E-04  2.68000000E+00  6.26968527E-03  2.39119584E-04  2.68000000E+00  5.50271633E-03  1.28545288E-04  2.01000000E+00  5.30158737E-02  4.53922085E-05  2.01000000E+00  5.50848192E-02  8.63695927E-05  2.68000000E+00  5.11571137E-03  1.01319237E-04  2.68000000E+00  4.99740638E-03  4.98176895E-05  2.01000000E+00  5.44956502E-02  1.06757213E-04  2.68000000E+00  3.98688054E-03  1.89238318E-05  2.01000000E+00  5.18866030E-02  1.04611212E-04  2.68000000E+00  1.75327820E-04  3.97152411E-07  2.01000000E+00  4.90469099E-02  5.14810445E-05  2.01000000E+00  4.36874759E-02  4.26869043E-05  2.68000000E+00  1.19951190E-05  4.65879643E-08
  2.72000000E+00  6.15509500E-03  1.79528275E-04  2.04000000E+00  1.11872757E-02  3.99833753E-05  2.04000000E+00  4.42617472E-02  1.89028347E-03  2.72000000E+00  4.28346505E-03  8.63693670E-05  2.04000000E+00  5.38460490E-02  4.88763137E-04  2.72000000E+00  4.78114096E-03  1.31084539E-04  2.04000000E+00  5.49265079E-02  3.27245788E-04  2.72000000E+00  5.63557728E-03  2.05066056E-04  2.72000000E+00  5.40884121E-03  1.16960684E-04  2.04000000E+00  5.57922719E-02  4.65874161E-05  2.04000000E+00  5.71708014E-02  9.71305309E-05  2.72000000E+00  5.36506254E-03  9.66702507E-05  2.72000000E+00  5.35451238E-03  5.13951932E-05  2.04000000E+00  5.63491799E-02  1.03510340E-04  2.72000000E+00  4.33316702E-03  1.83098523E-05  2.04000000E+00  5.35471215E-02  1.05520685E-04  2.72000000E+00  1.94660575E-04  4.31216311E-07  2.04000000E+00  5.03051495E-02  5.32278091E-05  2.04000000E+00  4.45147452E-02  4.60465360E-05  2.72000000E+00  1.33326768E-05  5.00229043E-08
  2.76000000E+00  5.34112411E-03  1.64146585E-04  2.07000000E+00  1.36275825E-02  4.97812920E-05  2.07000000E+00  4.72836484E-02  1.89446503E-03  2.76000000E+00  3.66176011E-03  9.25350666E-05  2.07000000E+00  5.66109378E-02  4.83416438E-04  2.76000000E+00  4.30012518E-03  1.25636029E-04  2.07000000E+00  5.76352195E-02  3.22639685E-04  2.76000000E+00  5.17402240E-03  1.73700291E-04  2.76000000E+00  5.32827786E-03  1.08695095E-04  2.07000000E+00  5.85343199E-02  4.71663014E-05  2.07000000E+00  5.91848871E-02  1.03801316E-04  2.76000000E+00  5.64845421E-03  9.48277153E-05  2.76000000E+00  5.76526210E-03  5.05361849E-05  2.07000000E+00  5.81587037E-02  1.03238817E-04  2.76000000E+00  4.69617067E-03  1.99098447E-05  2.07000000E+00  5.50598788E-02  1.14607301E-04  2.76000000E+00  2.15338264E-04  4.65359223E-07  2.07000000E+00  5.14781159E-02  6.16488958E-05  2.07000000E+00  4.52675165E-02  4.79907507E-05  2.76000000E+00  1.47871888E-05  5.37604306E-08
  2.80000000E+00  4.65923006E-03  1.58572528E-04  2.10000000E+00  1.64607318E-02  4.79958419E-05  2.10000000E+00  5.03978082E-02  1.89860285E-03  2.80000000E+00  3.24131936E-03  1.04471833E-04  2.10000000E+00  5.93858077E-02  4.76750638E-04  2.80000000E+00  3.97092522E-03  1.22864605E-04  2.10000000E+00  6.03550258E-02  3.13672322E-04  2.80000000E+00  4.82082928E-03  1.49651424E-04  2.80000000E+00  5.36862854E-03  1.01350927E-04  2.10000000E+00  6.11982395E-02  4.80399806E-05  2.10000000E+00  6.10709030E-02  1.14569238E-04  2.80000000E+00  5.96361468E-03  9.65055934E-05  2.80000000E+00  6.23550996E-03  5.11295353E-05  2.10000000E+00  5.98176194E-02  1.03679178E-04  2.80000000E+00  5.10138023E-03  1.88386819E-05  2.10000000E+00  5.64714337E-02  1.18909623E-04  2.80000000E+00  2.38533008E-04  5.35871781E-07  2.10000000E+00  5.25136845E-02  6.10899749E-05  2.10000000E+00  4.59215307E-02  4.98174426E-05  2.80000000E+00  1.63246467E-05  5.83594589E-08
  2.84000000E+00  4.17189103E-03  1.48906553E-04  2.13000000E+00  1.97678935E-02  5.42262037E-05  2.13000000E+00  5.35951657E-02  1.88996331E-03  2.84000000E+00  2.90492233E-03  1.09992328E-04  2.13000000E+00  6.21268530E-02  4.64776217E-04  2.84000000E+00  3.75271433E-03  1.22765576E-04  2.13000000E+00  6.29886031E-02  3.07506121E-04  2.84000000E+00  4.64392561E-03  1.34242198E-04  2.84000000E+00  5.44574565E-03  9.68367303E-05  2.13000000E+00  6.38005195E-02  4.88151899E-05  2.13000000E+00  6.28305010E-02  1.23957777E-04  2.84000000E+00  6.37815806E-03  9.33110218E-05  2.84000000E+00  6.72626585E-03  5.32929012E-05  2.13000000E+00  6.13461671E-02  1.03280599E-04  2.84000000E+00  5.53308315E-03  2.19082325E-05  2.13000000E+00  5.77502453E-02  1.28508885E-04  2.84000000E+00  2.63382978E-04  5.68363955E-07  2.13000000E+00  5.34361540E-02  6.76776547E-05  2.13000000E+00  4.64101374E-02  5.22591961E-05  2.84000000E+00  1.81047540E-05  6.35435609E-08
  2.88000000E+00  3.81886549E-03  1.37506511E-04  2.16000000E+00  2.35090282E-02  6.31674388E-05  2.16000000E+00  5.67897756E-02  1.85049575E-03  2.88000000E+00  2.68870223E-03  1.13262797E-04  2.16000000E+00  6.47897188E-02  4.41829435E-04  2.88000000E+00  3.64655595E-03  1.28310158E-04  2.16000000E+00  6.55052721E-02  2.93664584E-04  2.88000000E+00  4.45305007E-03  1.18253180E-04  2.88000000E+00  5.61027259E-03  9.78607357E-05  2.16000000E+00  6.62724387E-02  5.08109918E-05  2.16000000E+00  6.44772799E-02  1.46086740E-04  2.88000000E+00  6.84818385E-03  9.94842222E-05  2.88000000E+00  7.29536812E-03  5.65598298E-05  2.16000000E+00  6.26957417E-02  1.01482370E-04  2.88000000E+00  6.02228221E-03  2.29592788E-05  2.16000000E+00  5.88746114E-02  1.31660735E-04  2.88000000E+00  2.90794543E-04  6.27808152E-07  2.16000000E+00  5.42014428E-02  6.85746167E-05  2.16000000E+00  4.67929336E-02  5.46663851E-05  2.88000000E+00  2.00684724E-05  6.92051422E-08
